   1.0000000e+00   0.0000000e+00
   9.9897270e-01   2.4634207e-04
   9.9589501e-01   9.8184538e-04
   9.9077958e-01   2.1960924e-03
   9.8364743e-01   3.8722135e-03
   9.7452787e-01   5.9875886e-03
   9.6345838e-01   8.5147554e-03
   9.5048443e-01   1.1422457e-02
   9.3565935e-01   1.4676743e-02
   9.1904405e-01   1.8242043e-02
   9.0070681e-01   2.2082111e-02
   8.8072298e-01   2.6160765e-02
   8.5917468e-01   3.0442351e-02
   8.3615045e-01   3.4891866e-02
   8.1174490e-01   3.9474748e-02
   7.8605833e-01   4.4156307e-02
   7.5919628e-01   4.8900872e-02
   7.3126915e-01   5.3670725e-02
   7.0239167e-01   5.8424930e-02
   6.7268253e-01   6.3118210e-02
   6.4226379e-01   6.7700013e-02
   6.1126047e-01   7.2113933e-02
   5.7979995e-01   7.6297619e-02
   5.4801151e-01   8.0183289e-02
   5.1602579e-01   8.3698922e-02
   4.8397421e-01   8.6770130e-02
   4.5198849e-01   8.9322684e-02
   4.2020005e-01   9.1285545e-02
   3.8873953e-01   9.2594263e-02
   3.5773621e-01   9.3194481e-02
   3.2731747e-01   9.3045312e-02
   2.9760833e-01   9.2122276e-02
   2.6873085e-01   9.0419559e-02
   2.4080372e-01   8.7951338e-02
   2.1394167e-01   8.4751996e-02
   1.8825510e-01   8.0875136e-02
   1.6384955e-01   7.6391370e-02
   1.4082532e-01   7.1384987e-02
   1.1927702e-01   6.5949685e-02
   9.9293189e-02   6.0183635e-02
   8.0955948e-02   5.4184224e-02
   6.4340648e-02   4.8042858e-02
   4.9515566e-02   4.1840218e-02
   3.6541621e-02   3.5642335e-02
   2.5472126e-02   2.9497804e-02
   1.6352568e-02   2.3436354e-02
   9.2204215e-03   1.7468915e-02
   4.1049931e-03   1.1589169e-02
   1.0273036e-03   5.7764859e-03
   0.0000000e+00   0.0000000e+00
   1.0273036e-03  -3.2123624e-03
   4.1049931e-03  -6.4636370e-03
   9.2204215e-03  -9.7877109e-03
   1.6352568e-02  -1.3208807e-02
   2.5472126e-02  -1.6737586e-02
   3.6541621e-02  -2.0368287e-02
   4.9515566e-02  -2.4077130e-02
   6.4340648e-02  -2.7822097e-02
   8.0955948e-02  -3.1544123e-02
   9.9293189e-02  -3.5169600e-02
   1.1927702e-01  -3.8614023e-02
   1.4082532e-01  -4.1786520e-02
   1.6384955e-01  -4.4594941e-02
   1.8825510e-01  -4.6951163e-02
   2.1394167e-01  -4.8776241e-02
   2.4080372e-01  -5.0005079e-02
   2.6873085e-01  -5.0590325e-02
   2.9760833e-01  -5.0505241e-02
   3.2731747e-01  -4.9745420e-02
   3.5773621e-01  -4.8329253e-02
   3.8873953e-01  -4.6297178e-02
   4.2020005e-01  -4.3709782e-02
   4.5198849e-01  -4.0644937e-02
   4.8397421e-01  -3.7194152e-02
   5.1602579e-01  -3.3458408e-02
   5.4801151e-01  -2.9543717e-02
   5.7979995e-01  -2.5556662e-02
   6.1126047e-01  -2.1600161e-02
   6.4226379e-01  -1.7769639e-02
   6.7268253e-01  -1.4149790e-02
   7.0239167e-01  -1.0812017e-02
   7.3126915e-01  -7.8126402e-03
   7.5919628e-01  -5.1918621e-03
   7.8605833e-01  -2.9734932e-03
   8.1174490e-01  -1.1653608e-03
   8.3615045e-01   2.3967347e-04
   8.5917468e-01   1.2621903e-03
   8.8072298e-01   1.9342949e-03
   9.0070681e-01   2.2974156e-03
   9.1904405e-01   2.3999270e-03
   9.3565935e-01   2.2946988e-03
   9.5048443e-01   2.0366578e-03
   9.6345838e-01   1.6804411e-03
   9.7452787e-01   1.2782034e-03
   9.8364743e-01   8.7763146e-04
   9.9077958e-01   5.2020537e-04
   9.9589501e-01   2.3973969e-04
   9.9897270e-01   6.1226817e-05
   1.0000000e+00   0.0000000e+00
