   1.0000000e+00   0.0000000e+00
   9.9897270e-01   3.9103014e-04
   9.9589501e-01   1.5536113e-03
   9.9077958e-01   3.4561741e-03
   9.8364743e-01   6.0460809e-03
   9.7452787e-01   9.2499673e-03
   9.6345838e-01   1.2974872e-02
   9.5048443e-01   1.7110600e-02
   9.3565935e-01   2.1533630e-02
   9.1904405e-01   2.6112666e-02
   9.0070681e-01   3.0715586e-02
   8.8072298e-01   3.5217279e-02
   8.5917468e-01   3.9507523e-02
   8.3615045e-01   4.3497973e-02
   8.1174490e-01   4.7127275e-02
   7.8605833e-01   5.0363516e-02
   7.5919628e-01   5.3203531e-02
   7.3126915e-01   5.5669029e-02
   7.0239167e-01   5.7799975e-02
   6.7268253e-01   5.9646076e-02
   6.4226379e-01   6.1257584e-02
   6.1126047e-01   6.2676734e-02
   5.7979995e-01   6.3931085e-02
   5.4801151e-01   6.5029752e-02
   5.1602579e-01   6.5963081e-02
   4.8397421e-01   6.6705723e-02
   4.5198849e-01   6.7222565e-02
   4.2020005e-01   6.7476411e-02
   3.8873953e-01   6.7436048e-02
   3.5773621e-01   6.7083188e-02
   3.2731747e-01   6.6416975e-02
   2.9760833e-01   6.5455091e-02
   2.6873085e-01   6.4231107e-02
   2.4080372e-01   6.2788330e-02
   2.1394167e-01   6.1171070e-02
   1.8825510e-01   5.9414728e-02
   1.6384955e-01   5.7536430e-02
   1.4082532e-01   5.5527895e-02
   1.1927702e-01   5.3352038e-02
   9.9293189e-02   5.0944193e-02
   8.0955948e-02   4.8218223e-02
   6.4340648e-02   4.5076970e-02
   4.9515566e-02   4.1425775e-02
   3.6541621e-02   3.7187280e-02
   2.5472126e-02   3.2315397e-02
   1.6352568e-02   2.6806361e-02
   9.2204215e-03   2.0705140e-02
   4.1049931e-03   1.4106061e-02
   1.0273036e-03   7.1473323e-03
   0.0000000e+00   0.0000000e+00
   1.0273036e-03  -7.0311539e-03
   4.1049931e-03  -1.3951928e-02
   9.2204215e-03  -2.0652403e-02
   1.6352568e-02  -2.7024421e-02
   2.5472126e-02  -3.2964345e-02
   3.6541621e-02  -3.8377494e-02
   4.9515566e-02  -4.3183994e-02
   6.4340648e-02  -4.7325261e-02
   8.0955948e-02  -5.0770000e-02
   9.9293189e-02  -5.3518415e-02
   1.1927702e-01  -5.5603389e-02
   1.4082532e-01  -5.7087772e-02
   1.6384955e-01  -5.8057432e-02
   1.8825510e-01  -5.8610462e-02
   2.1394167e-01  -5.8843606e-02
   2.4080372e-01  -5.8837618e-02
   2.6873085e-01  -5.8643602e-02
   2.9760833e-01  -5.8272516e-02
   3.2731747e-01  -5.7689708e-02
   3.5773621e-01  -5.6815829e-02
   3.8873953e-01  -5.5534570e-02
   4.2020005e-01  -5.3706781e-02
   4.5198849e-01  -5.1189520e-02
   4.8397421e-01  -4.7857808e-02
   5.1602579e-01  -4.3626374e-02
   5.4801151e-01  -3.8468487e-02
   5.7979995e-01  -3.2429280e-02
   6.1126047e-01  -2.5631571e-02
   6.4226379e-01  -1.8273114e-02
   6.7268253e-01  -1.0615291e-02
   7.0239167e-01  -2.9643415e-03
   7.3126915e-01   4.3528588e-03
   7.5919628e-01   1.1015774e-02
   7.8605833e-01   1.6736975e-02
   8.1174490e-01   2.1285817e-02
   8.3615045e-01   2.4506612e-02
   8.5917468e-01   2.6329662e-02
   8.8072298e-01   2.6774380e-02
   9.0070681e-01   2.5944733e-02
   9.1904405e-01   2.4018037e-02
   9.3565935e-01   2.1228773e-02
   9.5048443e-01   1.7849422e-02
   9.6345838e-01   1.4170357e-02
   9.7452787e-01   1.0480584e-02
   9.8364743e-01   7.0506805e-03
   9.9077958e-01   4.1187462e-03
   9.9589501e-01   1.8796361e-03
   9.9897270e-01   4.7732823e-04
   1.0000000e+00   0.0000000e+00
