1.00000000  0.00000000
0.98304836  0.00591358
0.96614369  0.01144731
0.94928996  0.01659592
0.93249107  0.02136027
0.91575092  0.02574642
0.89907333  0.02976484
0.88246209  0.03342962
0.86592094  0.03675772
0.84945357  0.03976826
0.83306364  0.04248200
0.81675478  0.04492067
0.80053051  0.04710647
0.78439436  0.04906172
0.76834981  0.05080834
0.75240026  0.05236760
0.73654909  0.05375980
0.72079963  0.05500408
0.70515515  0.05611820
0.68961889  0.05711843
0.67419405  0.05801947
0.65888372  0.05883437
0.64369102  0.05957459
0.62861899  0.06024994
0.61367061  0.06086867
0.59884884  0.06143757
0.58415656  0.06196201
0.56959664  0.06244612
0.55517187  0.06289282
0.54088500  0.06330407
0.52673875  0.06368092
0.51273578  0.06402369
0.49887869  0.06433211
0.48517006  0.06460547
0.47161241  0.06484272
0.45820822  0.06504261
0.44495991  0.06520384
0.43186985  0.06532510
0.41894040  0.06540520
0.40617385  0.06544315
0.39357243  0.06543823
0.38113834  0.06538998
0.36887376  0.06529832
0.35678078  0.06516351
0.34486148  0.06498618
0.33311787  0.06476733
0.32155195  0.06450826
0.31016565  0.06421064
0.29896085  0.06387638
0.28793943  0.06350764
0.27710318  0.06310673
0.26645387  0.06267608
0.25599324  0.06221820
0.24572296  0.06173557
0.23564467  0.06123058
0.22575999  0.06070549
0.21607048  0.06016238
0.20657765  0.05960303
0.19728300  0.05902894
0.18818795  0.05844123
0.17929394  0.05784063
0.17060231  0.05722744
0.16211440  0.05660146
0.15383149  0.05596209
0.14575483  0.05530820
0.13788566  0.05463820
0.13022513  0.05395004
0.12277440  0.05324124
0.11553455  0.05250890
0.10850667  0.05174978
0.10169179  0.05096030
0.09509089  0.05013661
0.08870495  0.04927469
0.08253488  0.04837036
0.07658158  0.04741936
0.07084590  0.04641749
0.06532866  0.04536057
0.06003067  0.04424461
0.05495265  0.04306585
0.05009534  0.04182081
0.04545941  0.04050641
0.04104554  0.03912000
0.03685431  0.03765941
0.03288635  0.03612305
0.02914218  0.03450989
0.02562234  0.03281959
0.02232732  0.03105241
0.01925755  0.02920936
0.01641349  0.02729210
0.01379551  0.02530303
0.01140398  0.02324523
0.00923922  0.02112245
0.00730154  0.01893910
0.00559119  0.01670021
0.00410843  0.01441136
0.00285343  0.01207868
0.00182638  0.00970874
0.00102743  0.00730849
0.00045666  0.00488524
0.00011417  0.00244651
0.00000000  0.00000000
0.00011417  -0.00236019
0.00045666  -0.00471619
0.00102743  -0.00706388
0.00182638  -0.00939904
0.00285343  -0.01171752
0.00410843  -0.01401512
0.00559119  -0.01628768
0.00730154  -0.01853100
0.00923922  -0.02074093
0.01140398  -0.02291335
0.01379551  -0.02504417
0.01641349  -0.02712937
0.01925755  -0.02916504
0.02232732  -0.03114740
0.02562234  -0.03307279
0.02914218  -0.03493777
0.03288635  -0.03673911
0.03685431  -0.03847386
0.04104554  -0.04013938
0.04545941  -0.04173339
0.05009534  -0.04325395
0.05495265  -0.04469963
0.06003067  -0.04606939
0.06532866  -0.04736272
0.07084590  -0.04857964
0.07658158  -0.04972071
0.08253488  -0.05078704
0.08870495  -0.05178031
0.09509089  -0.05270279
0.10169179  -0.05355725
0.10850667  -0.05434703
0.11553455  -0.05507596
0.12277440  -0.05574830
0.13022513  -0.05636873
0.13788566  -0.05694225
0.14575483  -0.05747409
0.15383149  -0.05796967
0.16211440  -0.05843447
0.17060231  -0.05887391
0.17929394  -0.05929324
0.18818795  -0.05969747
0.19728300  -0.06009118
0.20657765  -0.06047842
0.21607048  -0.06086259
0.22575999  -0.06124627
0.23564467  -0.06163119
0.24572296  -0.06201800
0.25599324  -0.06240624
0.26645387  -0.06279424
0.27710318  -0.06317898
0.28793943  -0.06355613
0.29896085  -0.06391992
0.31016565  -0.06426313
0.32155195  -0.06457714
0.33311787  -0.06485195
0.34486148  -0.06507617
0.35678078  -0.06523721
0.36887376  -0.06532133
0.38113834  -0.06531381
0.39357243  -0.06519912
0.40617385  -0.06496120
0.41894040  -0.06458361
0.43186985  -0.06404984
0.44495991  -0.06334367
0.45820822  -0.06244940
0.47161241  -0.06135228
0.48517006  -0.06003883
0.49887869  -0.05849724
0.51273578  -0.05671777
0.52673875  -0.05469313
0.54088500  -0.05241889
0.55517187  -0.04989383
0.56959664  -0.04712032
0.58415656  -0.04410474
0.59884884  -0.04085764
0.61367061  -0.03739417
0.62861899  -0.03373420
0.64369102  -0.02990253
0.65888372  -0.02592902
0.67419405  -0.02184857
0.68961889  -0.01770109
0.70515515  -0.01353139
0.72079963  -0.00938890
0.73654909  -0.00532735
0.75240026  -0.00140432
0.76834981  0.00231935
0.78439436  0.00578022
0.80053051  0.00891311
0.81675478  0.01165203
0.83306364  0.01393126
0.84945357  0.01568656
0.86592094  0.01685653
0.88246209  0.01738413
0.89907333  0.01721817
0.91575092  0.01631519
0.93249107  0.01464119
0.94928996  0.01217362
0.96614369  0.00890351
0.98304836  0.00483746
1.00000000  0.00000000
