Airfoil1
0 101 101 0.0 1.0

0 0
0.00011352 0.00243587
0.00045406 0.00486401
0.00102159 0.00727675
0.00181602 0.00966661
0.00283726 0.0120263
0.00408518 0.014349
0.00555959 0.0166281
0.00726035 0.0188575
0.00918719 0.0210317
0.0113399 0.0231456
0.0137182 0.025195
0.0163217 0.0271759
0.0191502 0.0290855
0.0222032 0.0309213
0.0254804 0.0326816
0.0289814 0.0343655
0.0327056 0.0359727
0.0366525 0.0375035
0.0408218 0.0389589
0.0452127 0.0403407
0.0498248 0.0416508
0.0546574 0.0428919
0.0597099 0.0440672
0.0649815 0.0451801
0.0704716 0.0462342
0.0761795 0.0472337
0.0821043 0.0481826
0.0882453 0.0490851
0.0946016 0.0499455
0.101172 0.050768
0.107957 0.0515565
0.114953 0.0523149
0.122162 0.0530467
0.129581 0.0537552
0.13721 0.0544432
0.145047 0.0551133
0.153091 0.0557675
0.161342 0.0564073
0.169797 0.0570338
0.178457 0.0576478
0.187319 0.0582494
0.196382 0.0588382
0.205645 0.0594136
0.215107 0.0599744
0.224765 0.0605191
0.23462 0.061046
0.244668 0.061553
0.254909 0.0620379
0.265341 0.0624981
0.275963 0.0629314
0.286772 0.0633351
0.297768 0.0637068
0.308947 0.0640443
0.32031 0.0643453
0.331853 0.0646079
0.343575 0.0648306
0.355474 0.0650119
0.367548 0.0651509
0.379795 0.0652469
0.392213 0.0652997
0.4048 0.0653093
0.417554 0.0652762
0.430472 0.065201
0.443553 0.0650848
0.456794 0.0649288
0.470192 0.0647342
0.483747 0.0645023
0.497454 0.0642344
0.511312 0.0639315
0.525318 0.0635943
0.539469 0.0632231
0.553764 0.0628175
0.568199 0.0623764
0.582771 0.061898
0.597479 0.0613793
0.612319 0.060816
0.627287 0.060203
0.642383 0.0595333
0.657602 0.0587987
0.672941 0.0579893
0.688398 0.0570938
0.703969 0.056099
0.719651 0.0549901
0.735442 0.053751
0.751337 0.0523638
0.767334 0.0508092
0.783429 0.0490671
0.799619 0.047116
0.8159 0.0449339
0.83227 0.0424985
0.848723 0.0397874
0.865258 0.0367789
0.88187 0.033452
0.898555 0.0297876
0.91531 0.0257686
0.932131 0.0213807
0.949015 0.0166134
0.965957 0.0114605
0.982953 0.00592094
1 0
0 0
0.00011352 -0.00234992
0.00045406 -0.00469569
0.00102159 -0.00703319
0.00181602 -0.00935826
0.00283726 -0.0116668
0.00408518 -0.0139545
0.00555959 -0.0162173
0.00726035 -0.0184512
0.00918719 -0.0206518
0.0113399 -0.0228152
0.0137182 -0.0249372
0.0163217 -0.0270139
0.0191502 -0.0290414
0.0222032 -0.0310159
0.0254804 -0.0329337
0.0289814 -0.0347916
0.0327056 -0.0365862
0.0366525 -0.0383146
0.0408218 -0.0399741
0.0452127 -0.0415626
0.0498248 -0.0430781
0.0546574 -0.0445191
0.0597099 -0.0458847
0.0649815 -0.0471742
0.0704716 -0.0483878
0.0761795 -0.049526
0.0821043 -0.0505899
0.0882453 -0.0515811
0.0946016 -0.0525019
0.101172 -0.0533551
0.107957 -0.054144
0.114953 -0.0548725
0.122162 -0.0555446
0.129581 -0.0561651
0.13721 -0.056739
0.145047 -0.0572716
0.153091 -0.0577681
0.161342 -0.058234
0.169797 -0.0586747
0.178457 -0.0590956
0.187319 -0.0595015
0.196382 -0.059897
0.205645 -0.0602862
0.215107 -0.0606724
0.224765 -0.0610582
0.23462 -0.0614454
0.244668 -0.0618346
0.254909 -0.0622253
0.265341 -0.062616
0.275963 -0.0630034
0.286772 -0.0633834
0.297768 -0.0637502
0.308947 -0.0640966
0.32031 -0.064414
0.331853 -0.0646924
0.343575 -0.0649204
0.355474 -0.0650855
0.367548 -0.0651739
0.379795 -0.0651709
0.392213 -0.0650611
0.4048 -0.0648283
0.417554 -0.0644562
0.430472 -0.0639282
0.443553 -0.0632281
0.456794 -0.0623401
0.470192 -0.0612496
0.483747 -0.059943
0.497454 -0.0584084
0.511312 -0.0566361
0.525318 -0.0546188
0.539469 -0.0523518
0.553764 -0.0498341
0.568199 -0.0470677
0.582771 -0.0440592
0.597479 -0.0408189
0.612319 -0.0373618
0.627287 -0.0337079
0.642383 -0.0298818
0.657602 -0.0259133
0.672941 -0.0218372
0.688398 -0.0176934
0.703969 -0.0135268
0.719651 -0.00938652
0.735442 -0.00532648
0.751337 -0.00140421
0.767334 0.00231939
0.783429 0.00578085
0.799619 0.00891491
0.8159 0.0116555
0.83227 0.0139367
0.848723 0.0156941
0.865258 0.0168662
0.88187 0.0173958
0.898555 0.0172313
0.91531 0.0163292
0.932131 0.0146552
0.949015 0.0121864
0.965957 0.00891373
0.982953 0.00484348
1 0
